accession,type,label,start,end,notes
PRO_0000449633,PDB Structures (23),6xkm,1,298,Type: PDB mapped to UniProt UniProt range: SER6799-ASN7096 PDB entry: 6xkm Best Chain A;
PRO_0000449633,PDB Structures (23),7jpe,1,298,Type: PDB mapped to UniProt UniProt range: SER6799-ASN7096 PDB entry: 7jpe Best Chain A;
PRO_0000449633,PDB Structures (23),6w4h,1,298,Type: PDB mapped to UniProt UniProt range: SER6799-ASN7096 PDB entry: 6w4h Best Chain A;
PRO_0000449633,PDB Structures (23),6wkq,1,1,Type: PDB mapped to UniProt UniProt range: SER6799-SER6799 PDB entry: 6wkq Best Chain A;
PRO_0000449633,PDB Structures (23),6wkq,2,298,Type: PDB mapped to UniProt UniProt range: SER6800-ASN7096 PDB entry: 6wkq Best Chain A;
PRO_0000449633,PDB Structures (23),6wvn,1,298,Type: PDB mapped to UniProt UniProt range: SER6799-ASN7096 PDB entry: 6wvn Best Chain A;
PRO_0000449633,PDB Structures (23),6wjt,1,1,Type: PDB mapped to UniProt UniProt range: SER6799-SER6799 PDB entry: 6wjt Best Chain A;
PRO_0000449633,PDB Structures (23),6wjt,2,298,Type: PDB mapped to UniProt UniProt range: SER6800-ASN7096 PDB entry: 6wjt Best Chain A;
PRO_0000449633,PDB Structures (23),6w75,1,1,Type: PDB mapped to UniProt UniProt range: SER6799-SER6799 PDB entry: 6w75 Best Chain A;
PRO_0000449633,PDB Structures (23),6w75,2,298,Type: PDB mapped to UniProt UniProt range: SER6800-ASN7096 PDB entry: 6w75 Best Chain A;
PRO_0000449633,PDB Structures (23),6wq3,1,298,Type: PDB mapped to UniProt UniProt range: SER6799-ASN7096 PDB entry: 6wq3 Best Chain A;
PRO_0000449633,PDB Structures (23),7jhe,1,298,Type: PDB mapped to UniProt UniProt range: SER6799-ASN7096 PDB entry: 7jhe Best Chain A;
PRO_0000449633,PDB Structures (23),6wrz,1,298,Type: PDB mapped to UniProt UniProt range: SER6799-ASN7096 PDB entry: 6wrz Best Chain A;
PRO_0000449633,PDB Structures (23),7c2i,1,298,Type: PDB mapped to UniProt UniProt range: SER6799-ASN7096 PDB entry: 7c2i Best Chain A;
PRO_0000449633,PDB Structures (23),7koa,1,297,Type: PDB mapped to UniProt UniProt range: SER6799-ASN7095 PDB entry: 7koa Best Chain A;
PRO_0000449633,PDB Structures (23),7koa,298,298,Type: PDB mapped to UniProt UniProt range: ASN7096-ASN7096 PDB entry: 7koa Best Chain A;
PRO_0000449633,PDB Structures (23),7jib,1,298,Type: PDB mapped to UniProt UniProt range: SER6799-ASN7096 PDB entry: 7jib Best Chain A;
PRO_0000449633,PDB Structures (23),6wks,1,298,Type: PDB mapped to UniProt UniProt range: SER6799-ASN7096 PDB entry: 6wks Best Chain A;
PRO_0000449633,PDB Structures (23),7l6t,1,298,Type: PDB mapped to UniProt UniProt range: SER6799-ASN7096 PDB entry: 7l6t Best Chain A;
PRO_0000449633,PDB Structures (23),7c2j,1,298,Type: PDB mapped to UniProt UniProt range: SER6799-ASN7096 PDB entry: 7c2j Best Chain A;
PRO_0000449633,PDB Structures (23),6yz1,1,297,Type: PDB mapped to UniProt UniProt range: SER6799-ASN7095 PDB entry: 6yz1 Best Chain A;
PRO_0000449633,PDB Structures (23),6yz1,298,298,Type: PDB mapped to UniProt UniProt range: ASN7096-ASN7096 PDB entry: 6yz1 Best Chain A;
PRO_0000449633,PDB Structures (23),7lw4,1,298,Type: PDB mapped to UniProt UniProt range: SER6799-ASN7096 PDB entry: 7lw4 Best Chain A;
PRO_0000449633,PDB Structures (23),7bq7,1,297,Type: PDB mapped to UniProt UniProt range: SER6799-ASN7095 PDB entry: 7bq7 Best Chain A;
PRO_0000449633,PDB Structures (23),7bq7,298,298,Type: PDB mapped to UniProt UniProt range: ASN7096-ASN7096 PDB entry: 7bq7 Best Chain A;
PRO_0000449633,PDB Structures (23),7jyy,1,298,Type: PDB mapped to UniProt UniProt range: SER6799-ASN7096 PDB entry: 7jyy Best Chain A;
PRO_0000449633,PDB Structures (23),7lw3,1,298,Type: PDB mapped to UniProt UniProt range: SER6799-ASN7096 PDB entry: 7lw3 Best Chain A;
PRO_0000449633,PDB Structures (23),7jz0,1,298,Type: PDB mapped to UniProt UniProt range: SER6799-ASN7096 PDB entry: 7jz0 Best Chain A;
PRO_0000449633,PDB Structures (23),7l6r,1,298,Type: PDB mapped to UniProt UniProt range: SER6799-ASN7096 PDB entry: 7l6r Best Chain A;
PRO_0000449633,Domains,Pfam domains,2,298,Type: Pfam domain UniProt range: SER6800 - ASN7095 Source: CoV_Methyltr_2 (PF06460);
